Date,Close,High,Low,Open,Volume,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,
2018-01-02,40.341888427734375,40.351258103264755,39.63931284929152,39.85008766691489,102223600,AAPL
2018-01-03,40.334869384765625,40.878196300607264,40.271640145539465,40.40512766850166,118071600,AAPL
2018-01-04,40.522220611572266,40.62526561027816,40.299739040812426,40.40746530419806,89738400,AAPL
2018-01-05,40.983585357666016,41.07023522319272,40.52691183552046,40.618246539949574,94640000,AAPL
2018-01-08,40.83134841918945,41.126428848864556,40.73298470248056,40.83134841918945,82271200,AAPL
2018-01-09,40.82667541503906,40.99763450589874,40.61121929026737,40.878197920254564,86336000,AAPL
2018-01-10,40.81730270385742,40.81964690977428,40.51519673980712,40.55266829963054,95839600,AAPL
2018-01-11,41.04914093017578,41.09832278351817,40.864130969186505,40.88754800652957,74670800,AAPL
2018-01-12,41.47304153442383,41.53627434620208,41.13580463625278,41.25992605384564,101672400,AAPL
2018-01-16,41.26225280761719,42.01166583464682,41.25054250320608,41.66271877470158,118263600,AAPL
2018-01-17,41.94376754760742,41.97889490055717,40.99997454785581,41.252898636063065,137547200,AAPL
2018-01-18,41.981231689453125,42.17795556841482,41.7446991964493,42.006992937085954,124773600,AAPL
2018-01-19,41.793880462646484,42.056174199536976,41.54797829756957,41.82900781187855,129700400,AAPL
2018-01-22,41.45195007324219,41.63461939785577,41.358274779306186,41.52220833043589,108434400,AAPL
2018-01-23,41.46131896972656,42.02338149170278,41.4098000560253,41.52221113102708,130756400,AAPL
2018-01-24,40.8009033203125,41.52221462816889,40.56202663901651,41.510504321279925,204420400,AAPL
2018-01-25,40.07257080078125,40.9718667190559,39.93673908810159,40.86882172505862,166116000,AAPL
2018-01-26,40.166236877441406,40.28099215316903,39.8266594606143,40.28099215316903,156572000,AAPL
2018-01-29,39.334861755371094,39.850083072126374,39.126431167404846,39.850083072126374,202561600,AAPL
2018-01-30,39.10301208496094,39.196687392224455,38.5713956038565,38.76577526123802,184192800,AAPL
2018-01-31,39.21073532104492,39.44727134997662,38.99293864030814,39.07958847154962,129915600,AAPL
2018-02-01,39.292724609375,39.48944498735663,39.0538478226913,39.149867378665256,188923200,AAPL
2018-02-02,37.58779525756836,39.063204758076324,37.49411993865664,38.87585054676852,346375200,AAPL
2018-02-05,36.648681640625,38.37935916282286,36.53392635472329,37.25992247449914,290954000,AAPL
2018-02-06,38.180301666259766,38.34189463418348,36.06554928926782,36.2599289772424,272975200,AAPL
2018-02-07,37.362972259521484,38.26695309063286,37.25290535970743,38.194354177070885,206434400,AAPL
2018-02-08,36.334861755371094,37.70488541893073,36.30675987869789,37.53860764381872,217562000,AAPL
2018-02-09,36.7792854309082,37.127301440275964,35.328431147610246,36.934483068564454,282690400,AAPL
2018-02-12,38.26071548461914,38.53818682737063,37.03794995477904,37.27074644509429,243278000,AAPL
2018-02-13,38.644004821777344,38.740415822437974,38.0114596737139,38.08200439585714,130196800,AAPL
2018-02-14,39.35648727416992,39.39646176761508,38.3006812833972,38.33830201437041,162579600,AAPL
2018-02-15,40.67802810668945,40.70154062338429,39.73979150085741,39.92555581137809,204588800,AAPL
2018-02-16,40.54634475708008,41.10834882844967,40.3911506581798,40.52988635346286,160704400,AAPL
2018-02-20,40.40995788574219,40.97665865050468,40.30884294882415,40.456986503540875,135722000,AAPL
2018-02-21,40.22654724121094,40.94374179774385,40.21243542540355,40.6404041368813,149886400,AAPL
2018-02-22,40.56281661987305,40.90377870863202,40.37705225583631,40.398214603374385,123967600,AAPL
2018-02-23,41.26824951171875,41.30352008462674,40.80736036008049,40.83793058197022,135249600,AAPL
2018-02-26,42.08421325683594,42.18297445920961,41.435209532071234,41.46812993286246,152648800,AAPL
2018-02-27,41.947811126708984,42.43926676848997,41.89372840137815,42.114766828451785,155712400,AAPL
2018-02-28,41.88433074951172,42.47219752328346,41.86787234563421,42.15239785482947,151128400,AAPL
